name;pcode;pcode_parent;% adaptive pop. (15-34);Land area;Violent incidents last year;% poor cooking fuel;% primary or higher education;% secondary or higher education;% unemployed;% strong floor type;Gini Index;Drought exposure;Flood exposure;Tsunami exposure;% poor lighting;Population density;Population;Poverty incidence;% strong roof type;% improved sanitation;Travel time to nearest city;% population 65+;% population U5;% strong wall type;% improved water source;Nr. of educational facilities per 10,000 people;Nr. of health facilities per 10,000 people;Total river length;pcode_level2;Violent incidents last year (0-10);Drought exposure (0-10);Flood exposure (0-10);Tsunami exposure (0-10);Hazards exposure;% unemployed (0-10);Gini Index (0-10);% poor lighting (0-10);Poverty incidence (0-10);% population U5 (0-10);Vulnerability;% primary or higher education (0-10);% strong roof type (0-10);% improved sanitation (0-10);Travel time to nearest city (0-10);% strong wall type (0-10);% improved water source (0-10);Nr. of educational facilities per 10,000 people (0-10);Nr. of health facilities per 10,000 people (0-10);Lack of Coping Capacity;Risk score
Kilifi South;KE003012;KE003;0.3371;402.5962;0;0.9517;0.6883;0.1519;0.0865;0.3266;0.3914;0.3328;0;0.0006;0.0133;466.2523;187711.515;0.3968;0.4373;0.6937;128.7546;0.033;0.1991;0.4497;0.7781;0.479459131768206;2.39729565884103;124.231509224867;KE003012;0;6.7645;0;2.511;2.8689;7.791;5.4814;0.0989;3.6465;6.0783;5.1178;2.7158;5.6849;3.0235;6.6005;5.499;1.9332;8.4869;7.5171;5.6362;4.6442
Kilimani;KE047275;KE047;0.4445;28.4394;0;0.5012;0.906;0.531;0.1087;0.9809;null;0.0929;0;0;0.0081;12334.6882;350789.9404;0.2058;0.9943;0.8894;8.9085;0.0206;0.1307;0.6469;0.8763;0.370592155141584;null;1.07238741914615;KE047275;0;3.0278;0;0;0.8495;7.059;null;0.0436;1.3947;0.8289;2.9297;0.1419;0.0496;0.9958;1.9874;3.5009;0.882;8.8305;null;3.1719;2.3759
Kilome;KE017084;KE017;0.3101;637.5943;0;0.9883;0.8459;0.2196;0.0817;0.4816;0.3441;0.2852;0;0;0.0161;193.9135;123638.1401;0.4294;0.9029;0.4433;193.8479;0.0572;0.1649;0.7459;0.4342;1.37498024421308;2.34555453424584;395.907444744926;KE017084;0;6.3112;0;0;2.1032;7.9492;4.3541;0.1286;4.0309;3.4536;4.4904;0.8524;0.9743;5.6181;7.3072;2.4977;5.6144;5.6609;7.579;4.9863;3.9627
Kimilili;KE039223;KE039;0.3149;178.7473;0;0.9863;0.8288;0.2198;0.0312;0.1941;0.3547;0.2418;0;0;0.0147;820.8823;146730.4648;0.2384;0.9155;0.7888;118.7753;0.0312;0.2202;0.255;0.7985;0.272608691378914;1.15858693836039;76.9881651432452;KE039223;0;5.8267;0;0;1.884;9.6142;4.6068;0.1138;1.7791;7.6976;6.0228;1.0546;0.8468;2.0381;6.4612;7.4719;1.7148;9.1397;8.9994;5.814;4.8224
Kiminini;KE026139;KE026;0.336;367.0525;0;0.9755;0.8176;0.2388;0.0898;0.311;0.3131;0.2106;0.0008;0;0.02;551.6132;202471.0659;0.3978;0.9469;0.8362;52.1093;0.0278;0.2024;0.3322;0.7884;1.08657500823574;1.87681137786173;93.4203184379807;KE026139;0;5.4215;1.1659;0;1.9689;7.6822;3.6153;0.1701;3.6583;6.3315;4.7994;1.187;0.5291;1.547;5.0381;6.6896;1.823;6.571;8.14;4.5633;3.8817
Kinango;KE002010;KE002;0.2972;4017.2312;0;0.993;0.56;0.0578;0.1138;0.1242;0.5465;0.2345;0.0007;0;0.0233;62.4474;250865.7382;0.8406;0.4213;0.1701;256.0296;0.0354;0.2327;0.2392;0.4119;0.039861959930191;1.75392623692841;902.755469947457;KE002010;0;5.7368;1.0525;0;2.0726;6.8909;9.1778;0.2052;8.8788;8.6569;7.6629;4.2327;5.8468;8.4489;7.7878;7.632;5.8531;9.8742;8.287;7.6526;6.352
Kinangop;KE018089;KE018;0.3254;828.3666;4.306;0.9821;0.8541;0.2117;0.0289;0.3287;0.3661;0.1607;0;0;0.0146;280.3543;232236.1622;0.3915;0.9956;0.7526;217.3114;0.0377;0.1763;0.2248;0.657;1.16260963644462;2.19604042439539;253.940807304614;KE018089;7.3834;4.6291;0;0;3.7207;9.6901;4.8785;0.1127;3.5841;4.3285;5.6242;0.7555;0.0364;2.4132;7.5046;7.7779;3.2295;6.3311;7.7579;5.188;4.8951
Kwanza;KE026136;KE026;0.3331;464.859;0;0.9842;0.7887;0.1997;0.0896;0.2155;0.3097;0.0929;0;0;0.0172;380.895;177062.4337;0.46;0.862;0.7932;60.4952;0.0297;0.2102;0.2453;0.6974;0.677727045579121;1.35545409115824;112.561691339463;KE026136;0;3.0278;0;0;0.8495;7.6888;3.5343;0.1403;4.3917;6.9302;5.0781;1.5287;1.3881;1.9925;5.2959;7.5702;2.797;7.8613;8.7639;5.4142;4.0458
Kipipiri;KE018090;KE018;0.2982;535.7067;0;0.9901;0.8277;0.1742;0.0195;0.2189;0.3466;0.3372;0.0001;0;0.0131;221.3908;118600.508;0.4653;0.9865;0.5159;262.8563;0.0553;0.1757;0.1572;0.5706;2.02360010110382;1.93928343022449;355.916360320767;KE018090;0;6.8031;0.1891;0;2.3809;10;4.4137;0.0967;4.4541;4.2824;5.9321;1.0676;0.1285;4.8658;7.8332;8.4629;4.1544;3.614;8.0652;5.5237;4.7895
Kipkelion East;KE035188;KE035;0.3453;747.2795;0;0.9925;0.8244;0.1952;0.063;0.3411;0.3801;1;0;0;0.0107;201.5679;150627.5596;0.469;0.8954;0.6962;193.3955;0.0311;0.1943;0.2294;0.5318;0.730278046431857;1.85888957273564;332.164177876372;KE035188;0;10;0;0;4.8629;8.5658;5.2121;0.0712;4.4978;5.7099;5.4294;1.1066;1.0502;2.9976;7.3032;7.7313;4.5697;7.6954;8.1614;5.7399;5.3554
Kipkelion West;KE035189;KE035;0.3319;360.0437;0;0.9956;0.8065;0.149;0.0377;0.1266;0.2911;0.6713;0;0;0.0107;320.1981;115285.2878;0.4552;0.7451;0.5527;262.5183;0.0307;0.2085;0.117;0.2331;0;2.08179208687453;198.779416038425;KE035189;0;8.8273;0;0;3.6297;9.3999;3.091;0.0712;4.3351;6.7997;5.7506;1.3183;2.5708;4.4845;7.831;8.8702;7.7671;10;7.8947;7.257;5.7444
Kirinyaga Central;KE020103;KE020;0.3598;494.4324;0;0.9335;0.8653;0.3162;0.0343;0.4625;0.3252;0.1884;0;0;0.0187;328.1988;162272.2381;0.2404;0.9991;0.7708;340.1546;0.0556;0.1289;0.2765;0.6924;1.29412154883892;3.75911497519876;168.864450135605;KE020103;0;5.0949;0;0;1.5799;9.512;3.9037;0.1563;1.8026;0.6907;4.5405;0.6231;0.001;2.2246;8.2785;7.254;2.8506;5.9161;5.8874;4.794;3.7701
Kisauni;KE001003;KE001;0.4449;91.362;0;0.8784;0.8133;0.3484;0.1379;0.7784;0.3795;0.197;0.0026;0.0025;0.0163;2252.2805;205771.4243;0.3916;0.9078;0.792;29.5566;0.0136;0.1719;0.8373;0.7487;0.388780902493144;2.57567347901708;10.995480826668;KE001003;0;5.2258;2.5408;6.6928;4.0569;6.0963;5.1978;0.1308;3.5852;3.9908;4.0585;1.2379;0.9247;2.005;4.0587;1.5716;2.2479;8.7731;7.3036;4.2587;4.1254
Kisumu Central;KE042240;KE042;0.4542;32.5891;7.4621;0.8197;0.8781;0.4681;0.097;0.8738;0.269;0.4924;0.0762;0;0.007;8224.1793;268019.7841;0.1859;0.9971;0.7842;5.4634;0.0112;0.1652;0.8307;0.7233;0.522349499159801;2.23864071068486;7.49135405269725;KE042240;7.8684;7.9158;8.6213;0;6.9964;7.4448;2.5643;0.0319;1.1601;3.4766;3.4509;0.4717;0.0212;2.0858;1.143;1.6385;2.5198;8.3516;7.707;3.8054;4.9818
Kisumu East;KE042238;KE042;0.4214;135.2367;4.3833;0.9593;0.8378;0.3001;0.0866;0.5792;0.3214;0.0589;0.0007;0;0.0119;1686.9584;228138.3806;0.3431;0.9749;0.6211;19.315;0.0186;0.2041;0.5662;0.6208;0.394497408633772;1.27115831670882;76.1681114544007;KE042238;7.3991;1.7033;1.0525;0;3.2071;7.7877;3.8132;0.084;3.0134;6.462;4.7929;0.9482;0.2459;3.7758;3.3239;4.3186;3.617;8.7551;8.8647;5.1024;4.4162
Kisumu West;KE042239;KE042;0.3493;208.9631;0;0.9686;0.8183;0.2212;0.0963;0.4002;0.3884;0.3132;0;0;0.0115;755.8067;157935.7693;0.4635;0.9097;0.5022;51.438;0.0358;0.1978;0.4307;0.5066;1.13970382262228;1.5196050968297;61.232923067224;KE042239;0;6.5862;0;0;2.235;7.4679;5.4099;0.0797;4.4329;5.9785;5.0991;1.1788;0.9055;5.0078;5.0157;5.6916;4.8394;6.4034;8.5674;5.1783;4.2956
Kitui Central;KE015072;KE015;0.3307;669.3737;0;0.9745;0.8063;0.208;0.1016;0.5072;0.3267;0.3187;0.0002;0;0.0195;266.7972;178587.0296;0.4708;0.9037;0.7365;205.7045;0.0549;0.1663;0.9146;0.2127;0.559951079322963;3.13572604420859;537.938692487787;KE015072;0;6.6373;0.3616;0;2.3331;7.2931;3.9395;0.1648;4.519;3.561;4.2761;1.3206;0.9662;2.58;7.4098;0.7883;7.9854;8.2329;6.6334;5.2979;4.072
Kitui East;KE015073;KE015;0.2952;5127.8849;0;0.9925;0.7225;0.1146;0.1212;0.2327;0.2957;0.2412;0.0004;0;0.1046;28.0936;144060.7004;0.7207;0.6998;0.3332;337.7741;0.0559;0.2017;0.5507;0.2693;0.277660735255226;2.49894661729703;1887.50028711056;KE015073;0;5.8194;0.6674;0;2.0226;6.6469;3.2007;1.0695;7.4652;6.2778;5.3678;2.3114;3.0291;6.7589;8.2664;4.4756;7.3796;9.1238;7.3954;6.6355;4.9523
Kuresoi South;KE032170;KE032;0.3406;570.5474;0;0.9947;0.8158;0.1808;0.0293;0.2008;0.2973;0.3854;0;0;0.0444;188.9353;107796.5209;0.4654;0.645;0.6661;385.1319;0.0244;0.2144;0.1161;0.3703;0.742138979779711;2.59748642922899;373.731097769609;KE032170;0;7.1956;0;0;2.5503;9.6769;3.2388;0.4295;4.4553;7.2525;6.12;1.2083;3.5836;3.3095;8.493;8.8793;6.2984;7.658;7.2775;6.4667;5.2783
Kitui Rural;KE015071;KE015;0.2948;1568.2481;0;0.9934;0.7695;0.1272;0.0932;0.2734;0.3152;0.4671;0.0028;0;0.04;87.8776;137813.9047;0.5026;0.8464;0.6644;219.0092;0.0581;0.1814;0.8079;0.1772;0.290246474672305;2.53965665338267;668.233922152689;KE015071;0;7.7607;2.648;0;3.4192;7.5701;3.6654;0.3827;4.8939;4.7199;4.6523;1.7557;1.5459;3.3271;7.518;1.8695;8.3654;9.0841;7.3467;5.9746;4.7682
Kitui South;KE015074;KE015;0.2846;12438.1243;0;0.9932;0.7338;0.1043;0.0601;0.1804;0.2931;0.3452;0.0015;0;0.0579;14.3896;178979.8654;0.7375;0.6882;0.3938;364.5359;0.0492;0.2077;0.6089;0.2668;0.446977652145888;2.68186591287533;1757.55705999068;KE015074;0;6.8719;1.8175;0;2.76;8.6614;3.1387;0.573;7.6633;6.7383;6.1182;2.1778;3.1465;6.131;8.3981;3.8859;7.4063;8.5895;7.1766;6.37;5.2857
Kitui West;KE015070;KE015;0.2997;664.8426;0;0.989;0.796;0.1841;0.0829;0.496;0.3087;0.068;0;0;0.0144;220.4323;146552.7861;0.265;0.9125;0.7556;245.8958;0.0571;0.1723;0.9367;0.2868;0.818817595654505;2.18351358841201;424.671254026121;KE015070;0;2.12;0;0;0.5728;7.9097;3.5105;0.1106;2.0927;4.0215;4.0857;1.4424;0.8772;2.3821;7.718;0.5644;7.1923;7.416;7.7729;5.1983;3.5181
Kitutu Chache North;KE045268;KE045;0.3233;125.9096;0;0.9905;0.828;0.2317;0.0298;0.0874;0.3074;0.0608;0;0;0.0124;1100.4091;138552.0114;0.6325;0.8999;0.6721;191.4081;0.0404;0.1983;0.1342;0.4832;1.80437654921353;0.793925681653952;51.0710790856662;KE045268;0;1.7953;0;0;0.4789;9.6604;3.4795;0.0893;6.4254;6.0169;6.181;1.0641;1.0047;3.2473;7.2854;8.6959;5.0899;4.3058;9.4358;5.9461;4.6419
Kitutu Chache South;KE045269;KE045;0.3746;99.9879;0;0.9451;0.8427;0.3055;0.0252;0.3826;0.2184;0.1436;0;0;0.0055;1517.9492;151776.5673;0.3863;0.9447;0.7081;167.1053;0.0268;0.1889;0.1325;0.6034;1.25184014596395;2.24013499804075;50.4930907650495;KE045269;0;4.2998;0;0;1.2795;9.8121;1.3584;0.0159;3.5228;5.2955;5.3762;0.8903;0.5514;2.8743;7.0508;8.7131;3.8033;6.0495;7.7052;5.4265;4.2675
Kitutu Masaba;KE046270;KE046;0.3347;249.467;0;0.9887;0.8408;0.321;0.0283;0.215;0.361;0.1547;0;0;0.0124;1041.2533;259758.1747;0.5001;0.8964;0.7379;244.1287;0.0375;0.1963;0.2674;0.6102;2.15585130476007;1.84787254693721;128.902836041623;KE046270;0;4.5177;0;0;1.3591;9.7099;4.7569;0.0893;4.8644;5.8634;6.082;0.9127;1.0401;2.5655;7.7056;7.3462;3.7305;3.1967;8.1746;5.0059;4.4211
Konoin;KE036198;KE036;0.3629;912.9255;0;0.9899;0.8532;0.2178;0.0203;0.4957;0.3028;0.0885;0;0;0.024;220.9167;201680.533;0.4044;0.9352;0.8152;459.4112;0.0224;0.1875;0.4191;0.4836;0.942083984628965;1.68583449880973;620.355064516186;KE036198;0;2.8864;0;0;0.8049;9.9736;3.3699;0.2126;3.7361;5.188;5.8085;0.7661;0.6475;1.7646;8.7976;5.8091;5.0856;7.027;8.3685;5.6109;4.4125
Kuresoi North;KE032171;KE032;0.3225;622.7392;0;0.9927;0.7971;0.1583;0.0368;0.1392;0.299;0.308;0.0001;0;0.0184;261.5653;162886.9256;0.4206;0.7856;0.6734;179.7506;0.0309;0.2069;0.1158;0.356;0.491138252324042;1.53480703851263;312.126834304381;KE032171;0;6.537;0.1891;0;2.2491;9.4296;3.2793;0.1531;3.9271;6.6769;5.7099;1.4294;2.1611;3.2339;7.1768;8.8824;6.4515;8.4501;8.5492;6.5415;5.086
Kuria West;KE044259;KE044;0.3273;389.7055;0;0.9883;0.7724;0.1372;0.0325;0.1979;0.3483;0.2292;0.0005;0;0.0239;382.2222;148954.1685;0.5682;0.7161;0.5356;303.1015;0.0219;0.2308;0.2396;0.2959;1.07415590794571;3.28960246808373;123.030478709521;KE044259;0;5.6697;0.8043;0;1.9891;9.5714;4.4542;0.2116;5.6673;8.5111;6.748;1.7214;2.8642;4.6617;8.0793;7.6279;7.0948;6.6102;6.4493;6.0298;5.2413
Lafey;KE009044;KE009;0.3065;4513.6104;30.4122;0.9915;0.2189;0.0273;0.22;0.0066;0.2679;0.2676;0.001;0;0.4939;7.285;32881.5236;0.8512;0.0417;0.1146;746.4841;0.0167;0.1616;0.0155;0.7246;0;2.73709944827525;428.162278373063;KE009044;9.108;6.1242;1.3749;0;5.3776;3.3894;2.5381;5.2084;9.0038;3.2003;5.3199;8.2655;9.6874;9.0239;9.6361;9.8987;2.5059;10;7.1105;8.8966;6.9217
Lagdera;KE007029;KE007;0.3267;6525.19;0;0.9921;0.1933;0.0368;0.2743;0.1331;0.3193;0.2926;0.0005;0;0.3025;9.3701;61141.4619;0.6872;0.2282;0.1505;537.492;0.0201;0.1527;0.1679;0.3937;0.163555133921411;2.12621674097835;526.850721765743;KE007029;0;6.3864;0.8043;0;2.3056;1.5991;3.7631;3.1735;7.0703;2.5173;3.9173;8.5682;7.8005;8.652;9.0687;8.3544;6.048;9.4839;7.8415;8.3751;5.5357
Laikipia East;KE031164;KE031;0.3605;1452.2128;0;0.9218;0.8609;0.3302;0.085;0.4586;0.3228;0.112;0;0;0.0188;99.9608;145164.3239;0.3823;0.9713;0.8211;134.7917;0.0374;0.1535;0.2662;0.6697;3.16882266428371;4.54657164875489;844.912043589783;KE031164;0;3.5733;0;0;1.0272;7.8404;3.8465;0.1573;3.4756;2.5787;4.0987;0.6751;0.2823;1.7035;6.6797;7.3584;3.0936;0;4.9451;3.6395;3.0269
Lamu West;KE005022;KE005;0.3517;3964.4082;83.5783;0.9628;0.707;0.1524;0.0538;0.3621;0.4314;0.163;0.0006;0.0002;0.0375;21.1265;83753.8236;0.3269;0.5568;0.5498;598.3027;0.0331;0.1852;0.4084;0.6225;0.835782739450653;5.37288903932563;148.286812116857;KE005022;10;4.6707;0.9323;0.974;5.8983;8.8691;6.4347;0.3562;2.8224;5.0115;5.4723;2.4947;4.4759;4.5146;9.2539;5.9175;3.5988;7.3625;3.9562;5.7019;5.6936
Lari;KE022122;KE022;0.3348;433.9976;0;0.9592;0.8609;0.298;0.0298;0.4636;0.314;0.2556;0;0;0.0091;388.6273;168663.2967;0.2957;0.9988;0.4848;230.2126;0.0485;0.1593;0.2166;0.6353;1.8379813872993;1.89727110947024;368.03764196156;KE022122;0;5.9896;0;0;1.9559;9.6604;3.6368;0.0542;2.4546;3.0238;5.0187;0.6751;0.004;5.1881;7.6042;7.861;3.4618;4.1998;8.1155;5.3348;4.2557
Likoni;KE001005;KE001;0.4617;38.9228;0;0.934;0.8178;0.3186;0.1397;0.8548;0.3678;0.8386;0.1537;0;0.0162;3853.5498;149990.9551;0.3506;0.9351;0.7373;30.6091;0.0129;0.1732;0.9088;0.8403;0.733377555315433;3.00018090810859;0.0306555254114679;KE001005;0;9.482;10;0;7.2447;6.0369;4.919;0.1297;3.1019;4.0906;3.9072;1.1847;0.6485;2.5718;4.1192;0.8471;1.2674;7.6856;6.7956;3.6837;5.1968
Laikipia North;KE031165;KE031;0.3035;5556.8373;0;0.9768;0.5211;0.0941;0.1214;0.1587;0.2927;0.5058;0.0011;0;0.2219;17.0572;94783.9633;0.6396;0.5375;0.3997;244.7393;0.0387;0.2188;0.1541;0.3051;0.422012317128961;2.95408621990273;1734.54270785985;KE031165;0;7.9947;1.4717;0;3.3073;6.6403;3.1292;2.3166;6.5091;7.5902;5.5997;4.6926;4.6712;6.0698;7.7099;8.4943;6.9964;8.6682;6.8508;7.0138;5.5047
Laikipia West;KE031163;KE031;0.3235;2448.5179;3.8692;0.9672;0.7906;0.2325;0.0892;0.32;0.3284;0.2147;0.0001;0;0.0382;105.5548;258452.8866;0.4761;0.9236;0.721;205.2955;0.0431;0.1792;0.1771;0.5026;0.232150628233825;2.55365691057207;547.183898566503;KE031163;7.289;5.478;0.1891;0;3.9616;7.7019;3.98;0.3636;4.5815;4.551;4.6578;1.5063;0.7649;2.7406;7.4063;8.2612;4.8823;9.2674;7.33;6.1261;4.9842
Laisamis;KE010048;KE010;0.3031;20296.2253;32.1582;0.9957;0.1964;0.0358;0.0635;0.0668;0.2518;0.1273;0;0;0.8194;3.0642;62192.6147;0.8186;0.5078;0.0954;681.291;0.0411;0.237;0.0755;0.4257;0.160790795988018;3.21581591976037;2219.5666827316;KE010048;9.1573;3.9474;0;0;4.6637;8.5493;2.1544;8.6689;8.6194;8.987;7.9891;8.5316;4.9717;9.2229;9.4782;9.2907;5.7054;9.4926;6.5376;8.3321;7.2867
Lamu East;KE005021;KE005;0.3256;2291.0361;47.299;0.9904;0.5673;0.0819;0.0611;0.4523;0.3101;0.3815;0.0019;0.0025;0.0222;9.2282;21142.0834;0.2359;0.1992;0.7329;588.3933;0.0414;0.1804;0.5751;0.1821;0.472990282906954;6.14887367779041;97.2669491466328;KE005021;9.4977;7.1657;2.1119;6.6928;7.1225;8.6284;3.5439;0.1935;1.7496;4.6431;4.5221;4.1464;8.0939;2.6173;9.225;4.2284;8.313;8.5074;3.0276;6.7271;6.2451
Langata;KE047277;KE047;0.4906;219.9507;0;0.4771;0.907;0.575;0.0854;0.8831;null;0.4629;0;0;0.0086;1958.0084;430668.4528;0.1619;0.9921;0.8967;20.585;0.0164;0.1228;0.6434;0.83;0.232197179391437;1.88079715307064;48.7388772212125;KE047277;0;7.7341;0;0;2.8612;7.8272;null;0.0489;0.8772;0.2226;3.1346;0.1301;0.0718;0.9201;3.4339;3.5363;1.3776;9.2672;8.1352;4.4584;3.518
Likuyani;KE037200;KE037;0.3198;298.0314;0;0.9875;0.8156;0.2102;0.1223;0.2544;0.3485;0.0766;0.0025;0;0.0167;460.4419;137226.1237;0.5267;0.9293;0.7936;69.0771;0.0307;0.2026;0.2751;0.7612;1.09308633102865;1.67606570757726;59.0146598096343;KE037200;0;2.4661;2.4849;0;1.3156;6.6106;4.459;0.135;5.178;6.3469;4.894;1.2107;0.7072;1.9884;5.525;7.2682;2.1141;6.5505;8.3802;4.8842;3.8729
Loima;KE023126;KE023;0.3533;8883.3043;0;0.996;0.0722;0.0087;0.0628;0.0271;0.1687;0.1058;0;0;0.9446;14.4932;128747.592;0.9035;0.3287;0.0204;671.1305;0.0279;0.1586;0.0179;0.2847;0.0776713556655923;2.71849744829573;1005.68761455096;KE023126;0;3.4071;0;0;0.972;8.5724;0.174;10;9.6204;2.9701;7.8402;10;6.7837;10;9.4523;9.8744;7.2147;9.7549;7.1327;9.1373;7.0809
Luanda;KE038214;KE038;0.2949;82.4166;0;0.9872;0.8233;0.1991;0.0897;0.2164;0.3268;0.1912;0;0;0.0155;1499.3135;123568.3803;0.3736;0.9568;0.8877;79.1425;0.0579;0.1894;0.2929;0.6538;1.05204907385682;1.2139027775271;62.3162790797356;KE038214;0;5.1382;0;0;1.5971;7.6855;3.9418;0.1223;3.373;5.3338;4.5601;1.1197;0.429;1.0134;5.7599;7.0879;3.2638;6.68;8.9332;5.0772;3.893
Lugari;KE037199;KE037;0.318;361.6241;0;0.9909;0.8318;0.2053;0.0772;0.1668;0.348;0.0578;0.0027;0;0.0206;515.048;186253.7928;0.5242;0.8482;0.8888;91.6684;0.0327;0.2078;0.22;0.712;1.12749381808804;1.71808581803891;125.406773651879;KE037199;0;1.6487;2.5951;0;1.1241;8.0976;4.4471;0.1765;5.1485;6.746;5.4694;1.0192;1.5277;1.002;6.0137;7.8265;2.6408;6.4419;8.3299;5.0587;4.1246
Lunga Lunga;KE002008;KE002;0.2964;2795.7983;0;0.9926;0.544;0.0587;0.039;0.126;0.5153;0.3272;0.0027;0;0.0281;59.8365;167290.7921;0.8123;0.2732;0.1629;455.8688;0.0352;0.2307;0.2094;0.2342;0;1.91283689939194;350.059136727867;KE002008;0;6.7146;2.5951;0;2.8657;9.3571;8.4342;0.2562;8.5452;8.5035;7.9007;4.4218;7.3452;8.5235;8.7843;7.9339;7.7553;10;8.0968;8.1822;6.847
Lurambi;KE037202;KE037;0.3774;162.229;21.0453;0.9396;0.8327;0.2943;0.0656;0.443;0.3843;0.1846;0;0;0.013;1171.5919;190066.1599;0.2921;0.9313;0.8842;25.2356;0.0263;0.183;0.4388;0.4985;0.15783977559507;2.36759663392606;107.201238352196;KE037202;8.7832;5.0352;0;0;4.6468;8.4801;5.3122;0.0957;2.4122;4.8427;4.9107;1.0085;0.687;1.0496;3.7857;5.6095;4.9261;9.5019;7.5526;5.1892;4.9195
Maara;KE013061;KE013;0.3346;629.6127;0;0.9761;0.8423;0.2411;0.0393;0.3838;0.3142;0.4337;0;0;0.0333;265.8506;167382.8965;0.3039;0.9276;0.8268;219.6174;0.0543;0.1593;0.2348;0.4464;1.79229781721364;3.04690628926318;291.42684697021;KE013061;0;7.5426;0;0;2.7466;9.3472;3.6416;0.3115;2.5513;3.0238;4.8205;0.895;0.7244;1.6444;7.5228;7.6766;5.4838;4.344;6.7397;4.9557;4.2437
Machakos Town;KE016081;KE016;0.3646;925.4147;3.4453;0.9433;0.8699;0.3204;0.0963;0.7026;0.3379;0.2595;0;0;0.0136;313.6403;290247.2528;0.3409;0.9855;0.6067;56.2853;0.0497;0.1478;0.9375;0.4344;1.30922858475749;2.17056317999267;450.91726524209;KE016081;7.1867;6.034;0;0;4.0686;7.4679;4.2064;0.1021;2.9875;2.1412;3.8503;0.5687;0.1386;3.925;5.1713;0.5563;5.6123;5.8684;7.7884;4.2359;4.0534
Magarini;KE003017;KE003;0.3019;6984.9486;0;0.9801;0.6018;0.0662;0.0648;0.1479;0.5646;0.249;0.0027;0.0001;0.065;27.8706;194674.6625;0.8468;0.3282;0.1666;356.3432;0.0358;0.2257;0.1911;0.2902;0.30820651854694;2.61975540764899;655.183259063225;KE003017;0;5.9128;2.5951;0.5092;2.6132;8.5064;9.6092;0.6485;8.9519;8.1197;8.0601;3.7385;6.7887;8.4851;8.3588;8.1194;7.1559;9.0274;7.2509;7.6228;6.6224
Makadara;KE047287;KE047;0.4921;14.2125;0;0.6245;0.918;0.581;0.1174;0.9577;null;1;0;0;0.012;29537.3652;419803.24;0.1144;0.9987;0.9239;10.6708;0.0151;0.1242;0.6601;0.8222;0.238206832335939;1.21485484491329;0;KE047287;0;10;0;0;4.8629;6.7722;null;0.0851;0.3171;0.33;2.4731;0;0.0051;0.6383;2.2991;3.3671;1.4611;9.2483;8.9321;4.5452;4.0345
Makueni;KE017086;KE017;0.3192;1551.7547;0;0.9893;0.8308;0.226;0.0544;0.456;0.305;0.1532;0.0002;0;0.0157;163.228;253289.8274;0.7072;0.8053;0.7163;290.5961;0.0511;0.1725;0.7684;0.1927;2.01350368254657;3.15843714909266;931.233715416828;KE017086;0;4.4892;0.3616;0;1.429;8.8493;3.4223;0.1244;7.3061;4.0368;5.5872;1.031;1.9618;2.7893;8.0065;2.2697;8.1995;3.6459;6.6062;4.955;4.2059
Malava;KE037201;KE037;0.3243;425.682;0;0.9913;0.8057;0.1925;0.0442;0.1316;0.3352;0.1001;0;0;0.0151;539.8801;229817.2975;0.4939;0.621;0.7609;118.9202;0.0306;0.2216;0.2313;0.5647;1.17484629264256;1.00079499002884;286.905409006975;KE037201;0;3.2455;0;0;0.9193;9.1856;4.142;0.118;4.7913;7.8051;6.1249;1.3277;3.8264;2.3272;6.4633;7.712;4.2175;6.2925;9.1883;5.8015;4.6492
Malindi;KE003016;KE003;0.3746;641.5465;4.9331;0.9351;0.71;0.1888;0.0833;0.522;0.4542;0.2074;0.001;0.0055;0.0266;315.9722;202710.6236;0.4846;0.6028;0.5689;228.2495;0.0279;0.189;0.5661;0.8833;0.443982650569289;2.61456449779692;87.8206089375848;KE003016;7.5033;5.3766;1.3749;10;7.2432;7.8965;6.9781;0.2403;4.6817;5.3031;5.5345;2.4592;4.0105;4.3167;7.5894;4.3196;0.8071;8.5989;7.2571;5.4905;6.1618
Mandera East;KE009043;KE009;0.3442;1653.7827;44.2433;0.986;0.3929;0.0816;0.2272;0.3011;0.3559;0.3183;0.003;0;0.2274;54.6681;90409.1665;0.6511;0.3585;0.3739;587.3276;0.0282;0.1738;0.3231;0.3088;0.884866027697708;4.75615489887518;337.840073966913;KE009043;9.4388;6.6336;2.7498;0;5.9754;3.152;4.6354;2.3751;6.6447;4.1366;4.3598;6.2083;6.4822;6.3372;9.2219;6.7818;6.9568;7.2076;4.6943;6.9367;5.8607
Marakwet West;KE028148;KE028;0.3252;803.8885;8.0313;0.9941;0.8061;0.1794;0.0707;0.1961;0.2991;0.1992;0.0001;0;0.074;154.8891;124513.5577;0.5959;0.66;0.6593;266.6836;0.0373;0.2028;0.2329;0.3076;1.20468809069742;3.29281411457295;214.042839034083;KE028148;7.9333;5.2583;0.1891;0;4.2184;8.3119;3.2817;0.7442;5.9939;6.3622;5.5083;1.323;3.4318;3.38;7.8582;7.6958;6.9696;6.1983;6.4454;5.8215;5.2217
