Event,County,Date,Location,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Directly affected ,Indirectly Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Lost Goats,Lost Livestock,Damages in roads Mts ,GLIDEnumber ,Comments,Unique_ID,Unique_MA-DB,Comments_2
FLOOD, KISUMU,17/11/2015, Kisumu, , , , , , ,200, ,200,,,,,,,,, , ,200 families were affected and evacuated.school were closed and 300 acres of rice grazing land submerged. , ,,
FLOOD, HOMA BAY,26/11/2015, Agolo Muok Area,5,30, , , , , , , ,,800000, , , ,,,,, ,Minibus swept away by flash floods. 7 bodies missing subjected to confirmation. , ,MA-DB-0040,
FLOOD, KISUMU,26/11/2015, Kayoo village,1, , , , , , , , ,,, , , ,,,, , ,one person was reported dead. , ,,
FLOOD, KIRINYAGA,10/11/2015, Kirinyaga, , , ,, , ,, , ,,,,, ,,,,, ,Heavy rain caused landslides rendering many people homeless , ,,
FLOOD, MERU,12/11/2015, Meru, , , ,, , ,28, , ,,, ,,,,,,, ,roads were destroyed and 28 people were displaced. , ,,
FLOOD, KISUMU,12/11/2015, Kisumu, , , , , , , , , ,,, , , ,,,, , ,The river flooded and busted its banks. , ,,
FLOOD, KIAMBU,12/11/2015, Kikuyu, , , ,, , , , ,2,,, , , ,,,, , ,A minor landslide occurred and two families displaced. , ,,
FLOOD, HOMA BAY,12/11/2015, Rachuonyo west,2, , ,46, , , , , ,,, ,,,5,,,, ,46 houses were destroyed and 5 livestock lost. , ,,
FLOOD, NAIROBI,14/11/2015, Nairobi,1, , , , , , , , ,,, , , ,,,, , ,1 person reported dead due to drowning.  , ,,
FLOOD, KILIFI,12/11/2015, Kilifi, , , ,12, , ,, , ,,,, , ,,,,, ,"Bridges,schools and houses were cut off and road was not passable. ", ,,
FLOOD, NANDI,12/11/2015, Nandi, , , ,3, , , , , ,,, , , ,,,,, ,roads were impassible and three houses destroyed. , ,,
FLOOD, KIRINYAGA,12/11/2015, Kirinyaga, , , ,35, , ,, , ,,, ,,,,,, , ,270 acres of rices was affected and 35 households. , ,,
FLOOD, MERU,17/11/2015, Meru, , , ,2, , , , , ,,, , ,,53,,,, ,2 houses destroyed and Mpindi bridge swept away and 53 livestock swept away  , ,,
FLOOD, NANDI,18/11/2015, Nandi, , , , , , , , , ,,,, , ,,,,, ,3 latrines collapsed in KAptildil primary school snd Kabaa/Kombe overflew hence impassable. , ,,
FLOOD, NAROK,18/11/2015, Narok town, , , , , , , , , ,,, , ,,40,,, , ,40 cows were swept by water. , ,,
FLOOD, TAITA-TAVETA,18/11/2015, Taita - Taveta,1, , , , , ,32, , ,,, ,, ,,,, , ,32 people were displaced. , ,MA-DB-0005,
FLOOD, KILIFI,18/11/2015, Kilif, , , , , , , , , ,,, , , ,,,,, ,Roads welled up such that water levels reached the windscreen level. , ,,
FLOOD, MOMBASA,18/11/2015, Turdo Muoroto,1,2, ,1, , , , , ,,, , , ,,,, , ,A mud house collapsed due to heavy rains. one person was died and two injured. , ,,
FLOOD, KEIYO-MARAKWET,15/11/2015, Keiyo Marakwet, , , , , , , , , ,,, , , ,,,, , ,Kamoso Dam destroyed in Marakwet. , ,,
FLOOD, HOMA BAY,19/11/2015, Homabay,8,6, , , , , , , ,,, ,,,37,,, , ,"Eight people reported dead,six injured and a total of thirty seven cattle dead. ", ,,
FLOOD, KAKAMEGA,19/11/2015, Kakamega,1, , ,1, , , , , ,,,, , ,,,, , ,One person was reported dead. , ,,
FLOOD, NAROK,19/11/2015, Lesuswa,1,2, , , , , , , ,,, , ,,,,, , ,One person was reported dead and two injured. , ,,
FLOOD, LAIKIPIA,20/11/2015, Loisukut,2, , , , , , , , ,,, , , ,,,, , ,2 people were reported dead. , ,,
FLOOD, KIAMBU,15/11/2015, Mwiki and Kiuu, , , ,, , ,, , ,,, ,, ,,,, , ,More than 100 families have been displaced , ,,
FLOOD, WEST POKOT,15/11/2015, West pokot, ,, , , , ,200, , ,,, ,,,,,,, ,Over 200 families have been displaced. , ,,
FLOOD, MAKUENI,20/11/2015, Mukaa sub county, , , ,2, , ,, , ,,, ,, ,,,,, ,the flash floods destroyed a bridge and a two roomed house. , ,,
FLOOD, KITUI,21/11/2015, Manoni,1, , , , , , , , ,,, , , ,,,, , ,one person reported dead and body not yet traced , ,,
FLOOD, NAKURU,23/05/2014, Mbaruti location,2, , , , , , , , ,,, ,, ,,,, , ,Two men drowned , ,,
FLOOD, MACHAKOS,20/04/2014, Iviane river dam,2, , , , , , , , ,,, ,, ,,,, , ,second person drowned while trying to save a child , ,,
FLOOD, NAROK,23/11/2015, Kapure,, , , , , , , , ,,, ,, ,,,, , ,one person dead  , ,,
FLOOD, MAKUENI,24/11/2015, Mbooni,1, , ,,2, , , , ,,, ,, ,,,, , ,Two houses swept away in Matithini village. One mentally challenged man drowned in a sand dan in Muisho river , ,,
FLOOD, BARINGO,15/11/2015, Maregut sublocation,1, , , , , , , , ,,, ,, ,,,, , ,Drowned by river kisokop when trying to cross. , ,,
FLOOD, TRANS-NZOIA,11/04/2015, Kaptrit, , , , , , , , , ,,, , ,,,,, , ,two acres of land with beans plantation were affected. , ,,
FLOOD, GARISSA,07/11/2015, River Tana, , , ,, , , ,, ,,, ,, ,,,, , ,302 people were displaced , ,,
FLOOD, TURKANA,05/11/2015, Kerio Valley, , , , ,, , ,, ,,, , , ,,,, , ,The houses were marooned by floods. , ,,
FLOOD, MOMBASA,05/11/2015, Kisauni, , , ,, , , , , ,,, , , ,,,,, ,Several houses were marooned and roads flooded causing a lot of traffic. , ,,
FLOOD, MURANGA,03/11/2015, Ngaira, , , , ,, , , , ,,, , , ,,,, , ,School roof and 200 corrugated sheets were blown off. , ,,
FLOOD, KEIYO-MARAKWET,17/03/2016, Kapsowar Anin and Aror, , , ,, , ,, , ,,,,,,,,,, ,"Road blocked, school blocked with mud , 6 houses destroyed. ", ,,
FLOOD, NAROK,15/11/2015, Talek village,3, , , ,, ,, , ,,, ,,,316,,, , ,Over 300 sheep and 16 cattle were swept away while roofs of 10 houses were ripped off. , ,,
FLOOD, MARSABIT,15/11/2015, Maikona in North Horr, , , , , , ,, , ,,, , ,,400,,, , ,Over 400 hundred goats and sheep drowned in the floods. , ,,
FLOOD, BARINGO,15/10/2015, Mogotio Area, , , , ,, ,, , ,,, , , ,,,, , ,"14 families affected,1 church and several houses roof blown off. ", ,,
FLOOD, KILIFI,30/10/2015, Ngomeni village, , , ,, , ,, , ,,,, , ,,,,, ,Wall constructed along the shores collapsed under powerful waves. 18 families have been rendered homeless. , ,,
FLOOD, MIGORI,15/10/2015, Nyatike area, , , ,, , ,, , ,,,, , ,,,, , ,"Over 300 people displaced, 6 schools destroyed.  ", ,,
FLOOD, NAIROBI,15/10/2015, Industrial area, , , , , , ,, ,,,,, , ,,,, , ,Over 1500 students sent home. , ,,
FLOOD, NAROK,07/04/2013, Mulot,1, , , , , , , , ,,, ,, ,,,, , ,The victim was trying to cross when he was swept by floods. , ,,
FLOOD, NAROK,02/04/2013, Doroboni,4, , , , , , , , ,,, ,, ,,,, , ,Six people were swept away by flash floods and two were rescued. , ,,
FLOOD, NAROK,04/04/2013, Masurura,1, , , , , , , , ,,, ,, ,,,, , ,The two was swept away by floods and one person was rescued. , ,,
FLOOD, NAROK,13/04/2013, Naikara,1, , , , , , , , ,,, ,, ,,,, , ,Two pupils were swept away. , ,,
FLOOD, NAROK,13/04/2013, Ololunga,10, ,2, , , , , , ,,, ,, ,,,, , ,Need for an equipped search and rescue  , ,,
FLOOD, KAJIADO,01/04/2013, Ole polos river,1, , , , , , , , ,,, ,, ,,,, , ,One person was swept away by floods about 500 meters away.  , ,,
FLOOD, KAJIADO,13/03/2013, ngong,1, , , , , , , , ,,, ,, ,,,, , ,One person drowned due to heavy downpour. , ,,
FLOOD, NAIROBI,13/03/2013, NAIROBI CBD, ,2, , , , , , , ,,, ,, ,,,, , , , ,,
FLOOD, NAIROBI,13/03/2013, Ngoro,4, ,1, , , , , , ,,, ,, ,,,, , ,four people were swept away by floods. , ,,
FLOOD, NAIROBI,13/03/2013, Kawangware,1, , , , , , , , ,,, ,, ,,,, , ,The deceased swept away down Nairobi river. Body was retrieved and taken to Chiromo mortuary. , ,,
FLOOD, NAIROBI,24/03/2015, Kibera Laini saba, , , ,200, , , , , ,,, , , ,,,, , ,200 iron houses were destroyed , ,,
FLOOD, NAKURU,20/03/2011, Kiambogo trading centre,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, BUSIA,26/03/2011, Ekisumu Primary School,2,6, , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, KIRINYAGA,15/11/2011, at Riagicheru sub location,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,24/02/2011," Lodwar, Kanamkemer trading center", ,1, , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, KAKAMEGA,21/02/2011, Shilamura area,1, , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, TRANS-NZOIA,19/02/2011, Nzoia Village, , , , , , ,, , ,,2500000, , , ,,,, , , , ,,
FLOOD, MOMBASA,18/02/2011, Makupa,1,4, , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, NAKURU,17/02/2011, Free area,1, , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, UASIN-GISHU,15/04/2013, Timboroa, , , ,, , ,36, , ,,, ,, ,,,,, ,windy rain blows away roof houses were destroyed. , ,,
FLOOD, MURANGA,14/04/2013, kairo, , , ,, , ,5, , ,,, ,, ,,,, , ,heavy downpour causing flash floods that swept away houses. , ,,
FLOOD, MACHAKOS,14/04/2013, Mavoloni,3, , ,, , ,8, , ,,, ,, ,,,, , ,Heavy rainfall causing destruction of houses , ,,
FLOOD, VIHIGA,13/04/2013, mulundu village,1, , , , , , , , ,,, ,, ,,,, , ,one person drowned in river mugogo. , ,,
FLOOD, MAKUENI,11/04/2013, Sultan hamud,1, , , , , , , , ,,, ,, ,,,, , ,woman swept away by river muooni and body retrieved in masimba 35km away. , ,,
FLOOD, MACHAKOS,13/04/2013, wamuyu location,1, , , , , , , , ,,, ,, ,,,, , ,one boy sunk in the toilet. , ,,
FLOOD, MACHAKOS,11/04/2013, muthetheni,1, , , , , , , , ,,, ,, ,,,, , ,one person was swept away by while crossing the river. , ,,
FLOOD, MACHAKOS,13/04/2013, kiukoni area,1, , , , , , , , ,,, ,, ,,,, , ,one person drowned in the dam  , ,,
FLOOD, MANDERA,13/04/2018,Dandu and Eldanaba villages,,,,,,200HH,,,,,,,,,,,,,,"Several households in Dandu and Eldanaba villages were affected by heavy downpour, approximately 200Hhs were reportedly affected",DM-Ops-0001,,
FLOOD,GARISSA,13/04/2018,Aloley Area of Garissa County,1,,,,,,,,,,,,,,,,,,,"One person has since been confirmed dead with others in danger as their houses are marooned. In addition, most farms in the area have also been submerged. ",DM-Ops-0003,,
FLOOD,TANA-RIVER,15/04/2018,"Damaka, Mulungeni, Manani and Gama Villages",,,,,,41HH,,,,,,,,,,,,,,"A total of 41 families from Damaka, Mulungeni, Manani and Gama Villages have been evacuated to safer grounds by Tana River RCAT",DM-Ops-0004,,Explore  deeper into disaggregating data by location
,KIAMBU,15/04/2018,FLOODS AT LIMURU UNDERPASS ALONG NAIROBI- NAKURU HIGHWAY,,,,,,,,,,,,,,,,,,,,Several vehicles struck with passengers trapped causing a tailback in the busy highway. The passengers have since been evacuated with no injuries by Kiambu RCAT. ,DM-Ops-0005,,We can easily map this event.
FLOOD,NAROK,15/04/2018,FLOODS IN NAROK COUNTY ,,,,,,110HH,,,,,,,,,1,90,,,,A total number of 110 HHs have since been affected with 90 goats and 1 cow reportedly swept away. The communities are now camping at Chiefs Camp as the wait for water levels to reduce. ,DM-Ops-0006,,90 goats reported swept away. Created field for this entry.
,MERU,15/04/2018,FLASH FLOODS AT NDUCHE RIVER ALONG MAUA – GARBATUR ROAD,,,1,,,,,,,,,,,,,,,,,"lorry heading from meru to Garbatura was swept away with people on board while the driver tried to cross-river Nduche, one person trying to escape was swept away",DM-Ops-0007,,No follow up report on status of swept away individual. Listed as missing.
LAND SLIDE,NANDI,15/04/2018,Tinderet Sub County (Kaptebeswo),,,,,,,,,,,,,,,,,,,,no casualties have been reported,DM-Ops-0009,,
LAND SLIDE,NANDI,15/04/2018,Tinderet Sub County (Uson),,,,,,,,,,,,,,,,,,,,no casualties have been reported,DM-Ops-0009,,
LAND SLIDE,NANDI,15/04/2018,Tinderet Sub County (Kimurenge),,,,,,,,,,,,,,,,,,,,no casualties have been reported,DM-Ops-0009,,
LAND SLIDE,NANDI,15/04/2018,Tinderet Sub County (Kapchanga),,,,,,,,,,,,,,,,,,,,no casualties have been reported,DM-Ops-0009,,
FLOOD, MANDERA,16/04/2018,Hadaburudi area in Mandera ,,,,,,4HH,,,,,,,,,,,,,,Flash floods were reported at 1425hrs at Hadaburudi area in Mandera that swept away 4 latrines and 4HH,DM-Ops-0010,,
FLOOD,KISUMU,16/04/2018,Nyando Area of Kisumu County,,,,,,,,,,,,,,,,,,,,The affected population has since been evacuated by Kisumu KRCS to Rae Primary School as they await water levels to subside. ,DM-Ops-0011,,
FLOOD,GARISSA,16/04/2018,Bura and Mororo areas,,,,,,,,,,,,,,,,,,,,Flash floods at Bura and Mororo areas following heavy rainfall experienced. Several households marooned causing movement impossible in the area,DM-Ops-0012,,
FLOOD, MANDERA,16/04/2018,Takaba area in Mandera West,,,,,,5,,,,,,,,,,,,,,"Car swept away, occupants rescued.",DM-Ops-0013,,
,MERU,16/04/2018,Gitimbine Area,,,,,,4HH,,,,,,,,,,,,,,"At least 4Hhs were affected and several businesses marooned with property of unknown value destroyed. KRCS Meru conducted a rapid assessment and County government unclogged the drainage within the town, situation back to normal as businessmen try to salvage some of their properties",DM-Ops-0014,,
,LAIKIPIA,16/04/2018,Rikki village in Nanyuki,,,,,,10HH,,,,,,,,,,,,,,Approximately 10Hhs were marooned after River Kirieri burst its bank.,DM-Ops-0015,,
FLOOD,GARISSA,16/04/2018,Mansabubu in Garissa County,,,,,,,,,,,,,,,,,,,,People have been marooned in their houses by floods,DM-Ops-0016,,
FLOOD,HOMA BAY,16/04/2018,Karachuonyo Area in Homabay County,,,,,,,,,,,,,,,,,,,,Floods in Karachuonyo Area in Homabay County following heavy rainfall experienced in Nyanza Region. ,DM-Ops-0017,,
FLOOD, MANDERA,16/04/2018,Mandera West following outburst of River Warera owing to heavy rainfall,,,,,,,,,,,,,,,,,,,,Roads were rendered impassable paralyzing transport and livelihood in the area.,DM-Ops-0018,,
FLOOD,KISUMU,16/04/2018,Muhoroni Area in Kisumu County,,,,,,,,,,,,,,,,,,,,Flash floods at Muhoroni Area in Kisumu County. Displaced populations camping at Obeyi Primary School ,DM-Ops-0019,,
,WAJIR,17/04/2018,Korondille Area,,,,,,690 HH ,,,,,,,,,,,,,,"floods at Korondille Area in Wajir following heavy rainfall experienced over the last 2 weeks. Assessment done by Wajir RCAT ascertained that 690 HHs have been affected in Lesanyu and Milsidedo villages. Besides, approximately 20 goats died after being struck by lightning last night.",DM-Ops-0020,,
FLOOD,ISIOLO,17/04/2018, Basa/Yamicha/Alango in Isiolo North Sub county,,,,,,608HH,,,,,,,,,,,,,,Roads rendered impassable for over 3 weeks,DM-Ops-0021,,
,KITUI,18/04/2018,River Kanginga in Mwingi Kitui County burst its banks,,,,,,,,,,,,,,,,,,,,River Kanginga in Mwingi Kitui County burst its banks following prolonged heavy down fall,DM-Ops-0025,,Explore  deeper into disaggregating data by location
FLOOD,TANA-RIVER,18/04/2018,"Mororo, Adele and Madogo areas",,,,,,600HH,,,,,,,,,,,,,,"More than 600 families were rendered homeless in Mororo, Adele and Madogo areas. The National government plans to provide tarpaulins to the affected people",DM-Ops-0026,,
,WAJIR,20/042018,Nairobi Wajir road and Habasein Moyale road in Wajir South,,,,,,,,,,,,,,,,,,,,"Flash floods was reported after heavy downpour that paralyzed transport cutting off Nairobi Wajir road and Habasein Moyale road in Wajir South, food shortage and fuel experienced in the area",DM-Ops-0027,,
FLOOD,TURKANA,20/04/2018,Kainuk Bridge,,1,,,,,,,,,,,,,,,,,,"The water levels have increased at Kainuk Bridge, Kalemorok and Kawalase.",DM-Ops-0028,MA-DB-0011;MA-DB-0015,"3 No. Vehicles swept off at Kainuk bridge and 1No. Vehicle swept off on Kawalase stream. 1 No. water pan at Lomidat in Lokichoggio division, Turkana West washed away."
FLOOD,TURKANA,20/04/2018,Kalemorok,,,,,,,,,,,,,,,,,,,,"The water levels have increased at Kainuk Bridge, Kalemorok and Kawalase.",DM-Ops-0028,,
FLOOD,TURKANA,20/04/2018,Kawalase,,,,,,,,,,,,,,,,,,,,"The water levels have increased at Kainuk Bridge, Kalemorok and Kawalase.",DM-Ops-0028,,
FLOOD,TURKANA,20/04/2018,Lodwar town and neighboring villages,,,,,,300HH,,,,,,,,,,,,,,River Turkwel and Kalawase broke its banks affecting more than 300 families in Lodwar town and neighboring villages,DM-Ops-0028,,Recorded 300HH instead of families as affected in Lodwar and environs
,MARSABIT,20/04/2018,Qalaliwe in Moyale Sub County,,,,,,20HH,,,,,,,,,,,,,,flash floods after a river burst banks,DM-Ops-0030,,
LAND SLIDE,KEIYO-MARAKWET,20/04/2018,MUDSLIDE AT CHEPTARIT ,,,,,,50HH,,,,,3000000,,,,,,,,,"Rivers Cheptarit and Salaba high water volumes triggered a massive mudslide that affected approximately 50HH. Water supply to the centre and two schools were destroyed with damages estimated at Ksh.3 million. 6HH were completely destroyed and mango trees, banana plantation, green grams, finger millet and maize farms for at least 50hh completely swept away. ",DM-Ops-0031,,
,NYERI,21/04/2018,FLASH FLOODS AT KIENI AREA IN NYERI COUNTY ,,,,,,43HH,,,,,,,,,,,,,,Several HHs still marooned with 43 others seeking refuge at Rimuria Primary School.,DM-Ops-0032,,
FLOOD,TANA-RIVER,21/4/2018,Bilbil Area,1,,,,,,,,,,,,,,,,,,,A middle aged man was swept away by flash floods ,DM-Ops-0033,,
FLOOD,KAJIADO,22/04/2018,Loitoktok Kajiado County,,,1,,,,,,,,,,,,,,,,,"A woman was carried away by the flash floods in Loitoktok Kajiado County, the woman was in company of 6 others who were rescued by well-wishers. ",DM-Ops-0034,MA-DB-0002,
,WAJIR,22/04/2018,BUNA IN WAJIR COUNTY ,,,,,,100HH,,,,,,,,,,,,,,"Hundred households have been displaced besides property of unknown value damaged. In addition, roads connecting Wajir to Moyale have been washed away hindering humanitarian assistance.",DM-Ops-0035,,
FLOOD,TURKANA,22/04/2018,RAINFALL SITUATION IN TURKANA COUNTY,,,,,,8 Villages affected,,,,,,,,,,,,,,River Turkwel in Turkana burst its banks following heavy rainfall experienced in the area. Approximately 8 villages have been affected by the water. KRCS Turkana and the county government managed to rescue 6 children from the raging water. ,DM-Ops-0036,,
FLOOD,KILIFI,22/04/2018,Karimani Village in Magarini Sub County,,,,,,,,,,,,,,,,,,,,Flash floods at Karimani Village in Magarini Sub County Kilifi following overspill of Sabaki River at around 1224hrs. Malindi KRCS Team has since been activated to rescue and conduct needs assessment to several families reportedly marooned. ,DM-Ops-0037,,Explore from DM-ops affected population details
,MERU,22/04/2018,Meru-Nairobi road at Igoji area,,,,,,,,,,,,,,,,,,,,via social media at 1900hrs captured a report of flash floods that was reported in Meru-Nairobi road at Igoji area. The flood interfered with traffic along the road for more than two hours causing huge snarl up. ,DM-Ops-0038,,
,NYANDARUA,23/04/2018,DROWNING AT KINANGOP IN NYANDARUA COUNTY ,7,,,,,,,,,,,,,,,,,,,A personal car with 9 people on board was swept away while attempting to cross a Githabai seasonal river. Two men on board swam to safety with the 7 others recovered dead. ,DM-Ops-0039,,
FLOOD,MAKUENI,23/04/2018,Sultan Hamud Area,,,,,,,,,,,,,,,,,,,,"The bridge near Sultan Hamud has since been overtopped by raging waters paralyzing transport at Nairobi-Mombasa Highway. In addition, several families in the area marooned damaging household property and crops.",DM-Ops-0040,,
FLOOD,ISIOLO,23/04/2018,Isiolo Oldonyiro sub county,,,2,,,,,,,,,,,,,,,,,Two teenagers of 14 and 16 years were swept away by the water. Their bodies have not yet been found,DM-Ops-0041,,
FLOOD,KILIFI,23/04/2018,Garashi ward in Kilifi County,,,,,,334HH,,,,,,,,,,,,,,The heavy down pour has also dilapidated roads linking the area hindering humanitarian response. KRCS in partnership with ministry of special programs planning air evacuation for marooned HHs besides providing NFIs and FIs to the affected population,DM-Ops-0042,,
FLOOD,MAKUENI,23/04/2018,NYUNZU AREA IN WOTE,2,,2,,,,,,,,,,,,,,,,,"Four people have died after being swept away by raging waters of a dam which overflowed yesterday. Two of them have been retrieved dead with 2 others missing. Besides, property of unknown value has been destroyed following collapsing and cracking of houses in the marooned areas.",DM-Ops-0044,,
FLOOD,GARISSA,23/04/2018,Garissa town,,,,,,1313HH,,,,,,,,,,,,,,Assessment conducted by Garissa RCAT ascertained 1313 HHs from 8 villages were affected following continued heavy rainfall in North Eastern. KRCS in partnership with County Government have since donated NFIs and FIs to the affected population,DM-Ops-0045,,
FLOOD,KAJIADO,23/04/2018,Isinya/Kisaju,,,,,,35HH,,,,,,,,,,,,,,35 households integrated with their relatives and neighbors.,DM-Ops-0043,MA-DB-0002,35HH equating to 132 individuals
FLOOD,KISUMU,23/04/2018,Ahero Area in Kisumu County,,,,,,,,,,,,,,,,,,,,Heavy rainfall reported in the area has marooned several families. A boat is to be availed by County government to facilitate evacuation.,DM-Ops-0047,,
FLOOD,ISIOLO,23/04/2018,Isiolo Town,,,,,,,,,,,,,,,,,,,,The floods have since washed away water and sewerage pipelines exposing the community to water borne diseases. Donation distribution of other areas earlier reported and with impassable roads is currently being done through air drops.  ,DM-Ops-0048,,The floods washed away water and sewerage pipelines. We might be able to get damage costs by looking at county budgets if they have repairs for this.
FLOOD,NAROK,13/03/2018,Kumi Kumi River near Majengo in Narok County,1,,,,,,,,,,,,,,,,,,,One person drowned while attempting to cross the river after it had swollen.,DM-Ops-0049,,
FLOOD,NAROK,13/03/2018,Flash floods at Governor secondary school near Mai-Mahiu,,2,2,,,,,,,,,,,,,,,,,Road has been cut off at Karima along Narok- Maimahiu road ,DM-Ops-0050,,
FLOOD,TURKANA,16/03/2018,FLASH FLOODS REPORTED IN TURKANA COUNTY.,,,,,,,,,,,,,,,,,,,,Heavy rains witnessed in the County resulted into flashfloods in Turkana South motorists remained stranded after the Kitale- Eldoret was cut off following the bursting of seasonal River Kilemorok.,DM-Ops-0051,,
,KITUI,16/03/2018,KASILUNI VILLAGE IN MWINGI CENTRAL,,2,3,,,38HH,,,,,,,,,,,,,,"A lorry with five people on board was swept away by flash floods while crossing River Enzui, the river had burst its banks. Search and Rescue is ongoing by Kitui RCAT team and NPS, two people were traced while three others are still missing.  Following the heavy downpour on 12TH March, that resulted into roofs being blown off at Nduumoni area in Kyangwithya East, assessment conducted indicated that 38Hhs had been affected.",DM-Ops-0053,,
FLOOD,MACHAKOS,16/03/2018,EPZ NEAR LUKENYA MACHAKOS COUNTY,,,,,,10,,,,,,,,,,,,,,"flash floods that occurred in EPZ near Lukenya girls secondary, More than 10 workers of Ecpo Company reported to have been marooned and they sought refuge on a roof due to high level of water. By morning the surface water had reduced.",DM-Ops-0054,,
FLOOD,MACHAKOS,16/03/2018,KANGUNDO ROAD NEAR KAMULU RIVER,,,,,,,,,,,,,,,,,,,,"The river near Kamulu burst its banks, covering the nearby bridge and further developed into traffic snarl up along the road for several hours.  A lorry lost control and rolled at the bridge after hence blocking the bridge, the occupants on board escaped unhurt",DM-Ops-0055,,
FLOOD,BUSIA,17/03/2018,FLASH FLOODS REPORTED IN RIVER MALAKISI TESO NORTH,,,,,,,,,,,,,,,,,,,,River Malakisi in Teso North that has overflowed following heavy rains,DM-Ops-0056,,
,KIAMBU,17/03/2018,FLASH FLOODS AT GICHIIIKI VILLAGE IN KIAMBU COUNTY,,,,,,165HH,,,,,,,,,,,,,,flash floods at Gichiiki Village in Thika following heavy down pour reported the previous night,DM-Ops-0057,,
FLOOD,GARISSA,17/03/2018,Gurufa and Lagdera Sub County,,,1,,,,,,,,,,,,,,,,,Unconfirmed reports indicate that one child was swept away by the raging floods. ,DM-Ops-0058,,Status of missing child not clear and the report is also unconfirmed
FLOOD,KILIFI,17/03/2018,Kisiki Cha Mzungu Area,,,3,,,,,,,,,,,,,,,,,3 children swept away ,DM-Ops-0059,,Three children washed away at Kisiki cha Mzungu status not clear. I have listed them as missing. The situation report contains enough data to disaggregate household data by location.
FLOOD,KILIFI,17/03/2018,Garachi (It might be Garashi),,,,,,8HH,,,,,,,,,,,,,,,DM-Ops-0059,,Three children washed away at Kisiki cha Mzungu status not clear. I have listed them as missing. The situation report contains enough data to disaggregate household data by location.
FLOOD,KILIFI,17/03/2018,Bate,,,,,,33HH,,,,,,,,,,,,,,,DM-Ops-0059,,Three children washed away at Kisiki cha Mzungu status not clear. I have listed them as missing. The situation report contains enough data to disaggregate household data by location.
FLOOD,KILIFI,17/03/2018,Dangamiria,,,,,,20HH,,,,,,,,,,,,,,,DM-Ops-0059,,Three children washed away at Kisiki cha Mzungu status not clear. I have listed them as missing. The situation report contains enough data to disaggregate household data by location.
FLOOD,TANA-RIVER,17/3/2018,Boka Area,,,,,,150HH,,,,,,,,,,,350,,,"According to assessment done by Tana River Team, 150 HHs and 350 livestock were reportedly swept away.",DM-Ops-0061,,
FLOOD,TURKANA,17/03/2018,Atir Village,,,,,,93HH,,,,,,,,,,,,,,River Tarach rose beyond its capacity and later broke its bank following heavy down pour. ,DM-Ops-0062,,
FLOOD,NAKURU,18/03/2018,Kayole,,,,,,,,,,,,,,,,,,,,"Heavy rainfall was reported in Naivasha and flash floods reported in areas like, Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu.",DM-Ops-0063,,"Disaggregated the events by location (Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu)."
FLOOD,NAKURU,18/03/2018,Naivasha town,,,,,,,,,,,,,,,,,,,,"Heavy rainfall was reported in Naivasha and flash floods reported in areas like, Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu.",DM-Ops-0063,,"Disaggregated the events by location (Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu)."
FLOOD,NAKURU,18/03/2018,Mai Mahiu,,,,,,,,,,,,,,,,,,,,"Heavy rainfall was reported in Naivasha and flash floods reported in areas like, Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu.",DM-Ops-0063,,"Disaggregated the events by location (Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu)."
FLOOD,NAKURU,18/03/2018,Kinamba ,,,,,,,,,,,,,,,,,,,,"Heavy rainfall was reported in Naivasha and flash floods reported in areas like, Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu.",DM-Ops-0063,,"Disaggregated the events by location (Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu)."
FLOOD,NAKURU,18/03/2018,Maraiguchu,,,,,,,,,,,,,,,,,,,,"Heavy rainfall was reported in Naivasha and flash floods reported in areas like, Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu.",DM-Ops-0063,,"Disaggregated the events by location (Kayole, Naivasha town, Mai Mahiu, Kinamba and Maraiguchu)."
FLOOD,SAMBURU,18/03/2018,FLASH FLOODS IN SAMBURU EAST,2,,3,,,,,,,,,,,,,,,,,Two people were swept away while 3 others reported to be missing. Search and Recovery operations ongoing by Samburu County Disaster Team,DM-Ops-0064,,
FLOOD,NAROK,18/03/2018,London Area in Narok Town,2,,,,,,,,,,,,,,,,,,,"Two people were swept away by raging waters, the bodies were retrieved in a Search and Rescue operation conducted by Narok RCAT, Police and Narok Fire Brigade",DM-Ops-0065,,
